Date,XOM_Close,XOM_Volume,Crude_Close,Crude_Volume,XLE
1/28/2005,51.27,11258500,47.18,106856,37.110001
1/31/2005,51.599998,13606400,48.2,107498,37.549999
2/1/2005,53.27,19199400,47.12,83502,38.189999
2/2/2005,53.93,14896100,46.69,85112,38.720001
2/3/2005,54.52,14074700,46.45,70135,38.91
2/4/2005,55.290001,17048500,46.48,75969,39.049999
2/7/2005,55.400002,15534600,45.28,103691,38.790001
2/8/2005,55.779999,15346100,45.4,99803,39.07
2/9/2005,55.540001,12032100,45.46,139765,39
2/10/2005,56.34,16030400,47.1,107519,40.07
2/11/2005,56.110001,13685900,47.16,83654,40.419998
2/14/2005,56.830002,11892800,47.44,76756,40.470001
2/15/2005,56.919998,13426900,47.26,68241,40.560001
2/16/2005,58.48,18826100,48.33,94711,41.700001
2/17/2005,58.130001,18620300,47.54,66210,41.139999
2/18/2005,59.41,23059800,48.35,42684,42.049999
2/22/2005,58.25,25657500,51.15,42684,41.75
2/23/2005,59.419998,18552400,51.17,88112,42.279999
2/24/2005,61.130001,27384700,51.39,114186,43.110001
2/25/2005,63.259998,37284800,51.49,74335,44.169998
2/28/2005,63.310001,35559400,51.75,77726,43.849998
3/1/2005,62.099998,26131100,51.68,91603,43
3/2/2005,62.68,25974500,53.05,107976,43.630001
3/3/2005,63.049999,20290900,53.57,147324,44.349998
3/4/2005,63.57,20804500,53.78,82919,44.919998
3/7/2005,63,19294800,53.89,90228,44.610001
3/8/2005,63.099998,18192000,54.59,101554,44.560001
3/9/2005,60.790001,68153700,54.77,121574,43.330002
3/10/2005,60.369999,40001800,53.54,114000,42.450001
3/11/2005,61.049999,24561500,54.43,112324,42.799999
3/14/2005,61.279999,19564300,54.95,88000,43.110001
3/15/2005,60.349998,17576600,55.05,89775,42.509998
3/16/2005,60.290001,20973100,56.46,93525,42.650002
3/17/2005,61.490002,21776500,56.4,68556,43.389999
3/18/2005,62.650002,32514400,56.72,59747,43.779999
3/21/2005,62.150002,17826000,56.62,59747,43.400002
3/22/2005,60.900002,19678200,56.03,93381,42.880001
3/23/2005,60.09,26250300,53.81,158704,42.060001
3/24/2005,59,24912700,54.84,90490,42.029999
3/28/2005,58.889999,20406600,54.05,59674,42.080002
3/29/2005,58.27,18928100,54.23,72903,41.400002
3/30/2005,59.240002,26068500,53.99,122512,42.02
3/31/2005,59.599998,20912800,55.4,114755,42.869999
4/1/2005,60.549999,18580100,57.27,112997,43.93
4/4/2005,60.650002,23274300,57.01,88354,43.549999
4/5/2005,60.060001,15824800,56.04,84117,43
4/6/2005,60.900002,16945600,55.85,94458,43.68
4/7/2005,60.849998,16666500,54.11,132876,43.509998
4/8/2005,60.009998,12590000,53.32,122490,42.720001
4/11/2005,60.290001,15889100,53.8,97925,43.040001
4/12/2005,60.43,22513500,51.86,129490,42.360001
4/13/2005,59.150002,23788600,50.22,134518,41.32
4/14/2005,58.75,18504600,51.13,108278,41.299999
4/15/2005,56.189999,27961700,50.49,102520,39.73
4/18/2005,57.25,23091600,50.37,70860,40.450001
4/19/2005,58.630001,23683800,52.29,59946,41.400002
4/20/2005,57.139999,20656000,52.44,59946,40.549999
4/21/2005,59.279999,16758300,54.2,99239,41.950001
4/22/2005,59.419998,17097500,55.39,113285,42.040001
4/25/2005,59.959999,14957500,54.57,80454,42.630001
4/26/2005,59.27,12968700,54.2,100865,41.93
4/27/2005,58.380001,20395700,51.61,123080,40.849998
4/28/2005,56,31858300,51.77,128059,40.029999
4/29/2005,57.029999,26476200,49.72,91921,40.549999
5/2/2005,57.740002,16498700,50.92,98520,41.279999
5/3/2005,56.5,18222700,49.5,97500,40.310001
5/4/2005,57.23,19519600,50.13,133688,40.779999
5/5/2005,57.799999,18810200,50.83,96261,41.220001
5/6/2005,57.599998,13544800,50.96,143891,41.099998
5/9/2005,58.009998,13478600,52.03,99262,41.650002
5/10/2005,57.23,14161700,52.07,119608,40.950001
5/11/2005,57.290001,14496100,50.45,111016,41.200001
5/12/2005,54.82,23809200,48.54,129131,39.400002
5/13/2005,53.700001,24285100,48.67,99228,38.799999
5/16/2005,53.349998,34416200,48.61,78186,38.630001
5/17/2005,53.860001,27854400,48.97,90755,39.32
5/18/2005,53.650002,31672000,47.25,92154,39.240002
5/19/2005,54.830002,20632000,46.92,68221,39.950001
5/20/2005,54.009998,17500100,46.8,68221,39.650002
5/23/2005,54.75,17941900,49.16,91193,40.310001
5/24/2005,55.040001,12908000,49.67,87029,40.48
5/25/2005,55.68,17737900,50.98,132791,41.099998
5/26/2005,56.220001,12250500,51.01,92360,41.310001
5/27/2005,56.799999,10305500,51.85,69866,42
5/31/2005,56.200001,21371100,51.97,91943,41.68
6/1/2005,57.150002,14608600,54.6,117597,42.470001
6/2/2005,57.32,12542300,53.63,126015,42.389999
6/3/2005,57.150002,23718800,55.03,88726,42.630001
6/6/2005,57.599998,12117900,54.49,85859,42.759998
6/7/2005,57.450001,14346800,53.76,101219,42.349998
6/8/2005,56.73,20863100,52.54,128022,42.470001
6/9/2005,58.439999,17391200,54.28,111430,43.700001
6/10/2005,58.380001,13328600,53.54,105658,43.650002
6/13/2005,58.450001,12380600,55.62,103592,43.82
6/14/2005,58.549999,10536800,55,96779,44.09
6/15/2005,59.25,13406400,55.57,101553,44.619999
6/16/2005,60.119999,13447800,56.58,85975,45.25
6/17/2005,60.889999,24874400,58.47,63986,45.84
6/20/2005,60.849998,13543900,59.37,63574,45.889999
6/21/2005,59.509998,16595500,58.9,63574,44.919998
6/22/2005,59.669998,18046100,58.09,106890,45.18
6/23/2005,59.02,16241400,59.42,93099,45.220001
6/24/2005,58.150002,21528700,59.84,86110,44.939999
6/27/2005,59.299999,15478300,60.54,79216,45.630001
6/28/2005,59.09,15393200,58.2,113646,44.779999
6/29/2005,58.439999,18130100,57.26,119267,44.740002
6/30/2005,57.470001,20564100,56.5,2349,44.450001
7/1/2005,58.310001,12158700,58.75,1069,45.439999
7/5/2005,60.139999,18103100,59.59,90505,46.799999
7/6/2005,59.110001,18228200,61.28,112573,45.959999
7/7/2005,59.52,16118200,60.73,133519,46.549999
7/8/2005,59.400002,17006900,59.63,810,46.240002
7/11/2005,59.970001,14818500,58.92,111543,46.580002
7/12/2005,59.889999,18421700,60.62,124148,47
7/13/2005,59.759998,11568800,60.01,113298,46.73
7/14/2005,58.59,20490100,57.8,131775,45.610001
7/15/2005,58.16,16691600,58.09,107137,45.369999
7/18/2005,58.150002,13194200,57.32,76097,45.18
7/19/2005,58.779999,19056400,57.46,85894,46.150002
7/20/2005,59,19289500,56.72,85894,46.200001
7/21/2005,57.889999,16092700,57.13,106235,45.75
7/22/2005,59.5,19107400,58.65,83067,47.389999
7/25/2005,59.939999,16941900,59,78479,47.830002
7/26/2005,59.599998,12079800,59.2,86851,47.720001
7/27/2005,59.599998,13527500,59.11,93281,47.959999
7/28/2005,60,19130300,59.94,83720,48.099998
7/29/2005,58.75,17608000,60.57,100656,47.599998
8/1/2005,59.23,13034900,61.57,104282,48.099998
8/2/2005,59.810001,13280500,61.89,84877,48.900002
8/3/2005,59,19117100,60.86,107880,48.66
8/4/2005,58.52,15883900,61.38,83416,48.759998
8/5/2005,58.09,14007500,62.31,103856,48.389999
8/8/2005,58.849998,17174700,63.94,117473,49.09
8/9/2005,59.459999,16054900,63.07,113868,48.98
8/10/2005,59.900002,19314800,64.9,138316,49.779999
8/11/2005,60.950001,21222900,65.8,124631,50.259998
8/12/2005,61.049999,14783200,66.86,121665,50.169998
8/15/2005,60.419998,12958100,66.27,84415,49.68
8/16/2005,59.07,16540700,66.08,108865,48.59
8/17/2005,58.18,21657000,63.25,121220,47.470001
8/18/2005,58.110001,15099500,63.27,66188,47.369999
8/19/2005,58.82,14616600,65.35,81603,48.18
8/22/2005,59.07,15677600,65.45,81603,48.299999
8/23/2005,59,17219400,65.71,83182,48.209999
8/24/2005,58.880001,17986500,67.32,98722,48.669998
8/25/2005,59.18,14469700,67.49,78799,48.540001
8/26/2005,58.41,13423900,66.13,92781,47.990002
8/29/2005,58.419998,17740500,67.2,151039,48.380001
8/30/2005,58.610001,21046300,69.81,178298,49.279999
8/31/2005,59.900002,32236900,68.94,143723,50.639999
9/1/2005,61.68,32577100,69.47,102649,51.959999
9/2/2005,60.68,20465600,67.57,97743,50.950001
9/6/2005,61.060001,19211100,65.96,112845,51.310001
9/7/2005,61.459999,30904100,64.37,116133,51.389999
9/8/2005,61.299999,15050900,64.49,123332,51.459999
9/9/2005,63.200001,22617000,64.08,104978,52.799999
9/12/2005,62.52,17627200,63.34,109142,51.720001
9/13/2005,61.869999,16413600,63.11,110403,51.279999
9/14/2005,62.470001,14825800,65.09,116776,51.919998
9/15/2005,62.459999,19230900,64.75,111656,51.919998
9/16/2005,63.700001,30370600,63,89331,52.279999
9/19/2005,64.629997,20478300,67.39,85073,53.66
9/20/2005,64.529999,17415500,66.23,85073,53.150002
9/21/2005,64.970001,23095900,66.8,108751,53.900002
9/22/2005,64.980003,25908200,66.5,92997,53.5
9/23/2005,63.830002,18963700,64.19,96318,52.560001
9/26/2005,64.599998,17997400,65.82,108135,53.52
9/27/2005,64.620003,16848300,65.07,82207,53.560001
9/28/2005,64.699997,18704200,66.35,125181,54
9/29/2005,64.800003,16036200,66.79,121353,54.52
9/30/2005,63.540001,16028700,66.24,114729,53.669998
10/3/2005,62.490002,20848600,65.47,69179,53.529999
10/4/2005,60.549999,21585400,63.9,94277,51.599998
10/5/2005,58.950001,27909500,62.79,87283,49.619999
10/6/2005,58.57,31794000,61.36,116497,48.439999
10/7/2005,59.599998,21812100,61.84,90342,49.529999
10/10/2005,58.5,16128500,61.8,100053,48.779999
10/11/2005,59.400002,16471400,63.53,121482,49.950001
10/12/2005,58.939999,15687800,64.12,128614,48.990002
10/13/2005,58.16,21880200,63.08,110795,47.66
10/14/2005,58.639999,20260600,62.63,79485,48.34
10/17/2005,58.860001,14339000,64.36,73275,48.939999
10/18/2005,56.299999,65915600,63.2,65958,46.669998
10/19/2005,57.169998,30831900,62.41,74302,47.720001
10/20/2005,55.200001,29629800,61.03,74302,45.549999
10/21/2005,55.369999,24141600,60.63,103721,46.02
10/24/2005,56.849998,18975500,60.32,78770,47.66
10/25/2005,57.200001,22940400,62.44,101666,48.650002
10/26/2005,56.200001,24879300,60.66,109993,48.360001
10/27/2005,55.599998,21136600,61.09,99579,46.990002
10/28/2005,56.310001,27009000,61.22,89726,48.27
10/31/2005,56.139999,25117500,59.76,103815,48.82
11/1/2005,56.400002,14677800,59.85,95972,49.119999
11/2/2005,57.380001,21129000,59.75,97860,50.080002
11/3/2005,58.57,20832000,61.78,100006,51.029999
11/4/2005,57.900002,24398700,60.58,92736,49.5
11/7/2005,57.099998,22196400,59.47,126389,48.639999
11/8/2005,57.369999,16622400,59.71,99616,49.049999
11/9/2005,57.5,25310800,58.93,133271,48.599998
11/10/2005,56.450001,26627600,57.8,104739,47.09
11/11/2005,56.52,12735500,57.53,100707,47.470001
11/14/2005,56.650002,15368800,57.69,68821,47.720001
11/15/2005,56.43,21016900,56.98,102686,47.799999
11/16/2005,57.18,21299200,57.88,81905,49.040001
11/17/2005,57.380001,19446300,56.33,90168,49.02
11/18/2005,58.25,21136400,56.14,90168,49.040001
11/21/2005,59.369999,17815200,57.7,68601,50.259998
11/22/2005,59.66,17084900,58.84,81621,51.060001
11/23/2005,59.869999,12535100,58.71,87139,50.869999
11/25/2005,60.110001,6692600,58.71,87139,51
11/28/2005,58.740002,15008400,57.36,98709,49.279999
11/29/2005,58.34,18592400,56.5,98126,49.360001
11/30/2005,58.029999,21287100,57.32,131180,49.549999
12/1/2005,59.349998,16941100,58.47,112884,51.119999
12/2/2005,59.07,13460100,59.32,114720,51.169998
12/5/2005,59.509998,19445500,59.91,106593,51.529999
12/6/2005,59.689999,16009200,59.94,80399,51.75
12/7/2005,59.02,20812200,59.21,129029,51.560001
12/8/2005,59.419998,16121000,60.66,104846,52.470001
12/9/2005,58.5,15868500,59.39,123432,51.82
12/12/2005,58.860001,13390000,61.3,113722,52.490002
12/13/2005,59.060001,14867100,61.37,102192,52.27
12/14/2005,59.860001,14393400,60.85,84305,52.900002
12/15/2005,59.490002,14106500,59.99,100827,52.48
12/16/2005,58.060001,28802800,58.06,91102,51.07
12/19/2005,57.700001,15620600,57.33,74136,50.650002
12/20/2005,57.93,12741900,57.98,74136,51.34
12/21/2005,57.599998,15090200,58.56,84506,51.450001
12/22/2005,57.099998,14013800,58.28,60474,51.389999
12/23/2005,57.099998,11306000,58.43,37520,51.25
12/27/2005,55.869999,17167000,58.16,55477,49.740002
12/28/2005,56.25,14945600,59.82,87694,50.490002
12/29/2005,56.240002,14151900,60.32,64915,50.099998
12/30/2005,56.169998,14483800,61.04,72714,50.310001
1/3/2006,58.470001,23871000,63.14,130635,52.700001
1/4/2006,58.57,19086500,63.42,105194,52.849998
1/5/2006,58.279999,17158400,62.79,104035,52.18
1/6/2006,59.43,17368600,64.21,110763,53.459999
1/9/2006,59.400002,17339100,63.5,115558,53.400002
1/10/2006,59.860001,17869600,63.37,111890,53.98
1/11/2006,60.27,17324500,63.94,166379,54.209999
1/12/2006,59.639999,21130200,63.94,111400,53.82
1/13/2006,60.970001,17074400,63.92,115938,54.459999
1/17/2006,61.540001,18190900,66.31,117433,55.66
1/18/2006,60.68,16182000,65.73,87073,55.200001
1/19/2006,61.5,18861600,66.83,64886,56.16
1/20/2006,60.529999,25991100,68.35,64886,56.41
1/23/2006,61.200001,19274100,68.1,84184,57.029999
1/24/2006,60.959999,18075000,67.06,100194,56.689999
1/25/2006,60.209999,24510000,65.85,138328,55.5
1/26/2006,59.950001,24559100,66.26,124697,55.68
1/27/2006,61.290001,21407300,67.76,112320,56.650002
1/30/2006,63.110001,29442500,68.35,92440,57.950001
1/31/2006,62.75,24268400,67.92,118865,57.66
2/1/2006,61.950001,20586500,66.56,140025,56.290001
2/2/2006,61.950001,21402900,64.68,150155,55.73
2/3/2006,61.389999,18829000,65.37,110816,55.220001
2/6/2006,61.970001,18758800,65.11,97538,56.299999
2/7/2006,60.549999,21134000,63.09,145683,53.950001
2/8/2006,60.389999,21982500,62.55,150436,53.959999
2/9/2006,59.919998,22554900,62.62,133578,52.73
2/10/2006,59.43,26186400,61.84,146060,52.540001
2/13/2006,59.599998,16837000,61.24,91961,52.330002
2/14/2006,59.549999,21022500,59.57,132021,51.740002
2/15/2006,59.759998,21669900,57.65,136092,51.459999
2/16/2006,60.25,20057500,58.46,93510,52.639999
2/17/2006,60.549999,19198900,59.88,95548,53.009998
2/21/2006,60.759998,17650700,61.1,95548,54.049999
2/22/2006,60.259998,15694500,61.01,106291,53.040001
2/23/2006,59.830002,17732100,60.54,122119,52.98
2/24/2006,60.419998,13178800,62.91,134353,53.630001
2/27/2006,59.919998,12549500,61,93771,52.700001
2/28/2006,59.369999,19191800,61.41,133720,52.34
3/1/2006,60.34,16335400,61.97,91941,53.23
3/2/2006,60.849998,19730500,63.36,97323,54.119999
3/3/2006,60.98,18221500,63.67,97539,54.130001
3/6/2006,59.98,16294000,62.41,98681,52.25
3/7/2006,59.849998,18673700,61.58,120050,51.48
3/8/2006,59.709999,22159000,60.02,132359,51.48
3/9/2006,58.919998,21827400,60.47,118689,51.110001
3/10/2006,59.18,20252800,59.96,98521,51.389999
3/13/2006,59.639999,16885300,61.77,127869,52.400002
3/14/2006,60.810001,18285100,63.1,108475,53.369999
3/15/2006,61.02,17998000,62.17,96651,53.650002
3/16/2006,61.639999,18976400,63.58,100866,54.5
3/17/2006,61.049999,26912700,62.77,67472,53.650002
3/20/2006,60.66,16775400,60.42,77265,52.459999
3/21/2006,60.720001,20732300,60.57,77265,52.369999
3/22/2006,61.049999,16100800,61.77,96044,52.720001
3/23/2006,61.25,15432300,63.91,136666,53.5
3/24/2006,61.169998,15435600,64.26,91950,53.860001
3/27/2006,61.290001,11839200,64.16,62115,54.139999
3/28/2006,60.950001,20224900,66.07,50742,54.560001
3/29/2006,61.279999,19115600,66.45,112102,55.200001
3/30/2006,61.119999,15759800,67.15,95673,55.169998
3/31/2006,60.860001,19309600,66.63,139335,54.400002
4/3/2006,61.029999,16697300,66.74,94634,54.700001
4/4/2006,61.75,14876800,66.23,108407,55.419998
4/5/2006,62.16,15788800,67.07,99786,56.330002
4/6/2006,62.09,15409100,67.94,111112,56.450001
4/7/2006,61.330002,16137600,67.39,109202,55.349998
4/10/2006,61.939999,12956600,68.74,108018,56.400002
4/11/2006,62,14726500,68.98,125615,56
4/12/2006,61.459999,14117900,68.62,123407,55.630001
4/13/2006,61.560001,11561100,69.32,119373,55.810001
4/17/2006,62.049999,11568200,70.4,98598,56.84
4/18/2006,63.540001,22318000,71.35,96036,58.23
4/19/2006,64.300003,20922200,72.17,89721,59.130001
4/20/2006,63.919998,23154900,71.95,89721,58.52
4/21/2006,65,21759600,75.17,100736,59.740002
4/24/2006,64.410004,16362500,73.33,125457,58.830002
4/25/2006,63.950001,21780700,72.88,146843,58.07
4/26/2006,63.099998,23214800,71.93,107094,57.150002
4/27/2006,62.419998,27314900,70.97,108953,56.5
4/28/2006,63.080002,20652600,71.88,155575,57.139999
5/1/2006,63.419998,19771500,73.7,83652,58.080002
5/2/2006,64.669998,18963700,74.61,112597,59.369999
5/3/2006,63.77,22925000,72.28,119109,58.450001
5/4/2006,63.310001,23185600,69.94,158815,58.18
5/5/2006,64,14156100,70.19,119448,58.860001
5/8/2006,63.709999,16579800,69.77,122344,58.599998
5/9/2006,63.939999,14028800,70.69,149147,58.950001
5/10/2006,63.880001,15336100,72.13,151862,59.5
5/11/2006,63.459999,18024900,73.32,135853,58.73
5/12/2006,62.240002,19198600,72.04,101826,56.740002
5/15/2006,62,19512200,69.41,118931,55.549999
5/16/2006,61.959999,15826300,69.53,118763,55.75
5/17/2006,60.18,26217600,68.69,128969,54.330002
5/18/2006,59.889999,19108000,69.45,82156,53.669998
5/19/2006,60.450001,26682500,68.53,82472,54.02
5/22/2006,60.779999,22810600,69.23,82472,53.709999
5/23/2006,60.389999,19846500,71.76,113472,53.720001
5/24/2006,60.099998,24564600,69.86,118268,53.060001
5/25/2006,61.52,19628300,71.32,87142,54.919998
5/26/2006,61.580002,13305000,71.37,71611,55.099998
5/30/2006,60.200001,17866300,72.03,81012,54.23
5/31/2006,60.91,25875200,71.29,149098,55.549999
6/1/2006,61.110001,17877100,70.34,129406,55.700001
6/2/2006,61.650002,17354500,72.33,113070,56.529999
6/5/2006,60.049999,20504100,72.6,89820,54.75
6/6/2006,60.400002,23934600,72.5,94602,54.700001
6/7/2006,58.82,28005800,70.82,128508,52.599998
6/8/2006,59.57,33407200,70.35,131031,53.34
6/9/2006,58.799999,21101200,71.63,112121,52.799999
6/12/2006,58.240002,18915600,70.36,113767,51.720001
6/13/2006,56.650002,27511500,68.56,147275,50.189999
6/14/2006,57.799999,24867900,69.14,107293,51.48
6/15/2006,59.119999,24902100,69.5,135911,53.439999
6/16/2006,58.799999,27767200,69.88,90435,53.099998
6/19/2006,57.389999,20175700,68.98,95557,51.099998
6/20/2006,57.389999,19858000,68.94,95557,50.860001
6/21/2006,58.060001,22485600,70.33,118193,52
6/22/2006,57.970001,16676600,70.84,102920,52.220001
6/23/2006,58.099998,15689000,70.87,77733,53.380001
6/26/2006,58.82,14053900,71.8,95883,53.970001
6/27/2006,59.650002,26964700,71.92,81239,54.07
6/28/2006,61.119999,23103500,72.19,90122,55
6/29/2006,62.369999,26314500,73.52,81818,56.560001
6/30/2006,61.349998,32336500,73.93,100754,56.75
7/3/2006,62.150002,9459900,73.93,100754,57.360001
7/5/2006,62.549999,19744700,75.19,91574,57.619999
7/6/2006,63.470001,23679000,75.14,92581,57.470001
7/7/2006,62.84,18527100,74.09,102426,56.689999
7/10/2006,63.040001,13220400,73.61,104857,56.860001
7/11/2006,63.98,18133600,74.16,98074,57.900002
7/12/2006,63.970001,17614400,74.95,122018,57.700001
7/13/2006,64.07,21658200,76.7,144012,57.150002
7/14/2006,64.900002,21485800,77.03,122621,57.82
7/17/2006,64,19717700,75.3,120244,55.950001
7/18/2006,64.610001,21231000,73.54,90991,56.02
7/19/2006,64.660004,24997700,72.66,101694,56.599998
7/20/2006,64.25,20779600,73.08,101694,55.23
7/21/2006,63.93,27556600,74.43,78119,54.48
7/24/2006,65.360001,22417700,75.05,76886,56.119999
7/25/2006,65.739998,18624500,73.75,84882,57.099998
7/26/2006,66.599998,31014100,73.94,82009,58.25
7/27/2006,66.470001,29426300,74.54,79261,57.75
7/28/2006,67,20512500,73.24,88585,57.77
7/31/2006,67.739998,20170900,74.4,100528,58.650002
8/1/2006,68.18,16186600,74.91,87114,58.720001
8/2/2006,68.480003,25421100,75.81,92494,58.84
8/3/2006,68.370003,21876600,75.46,85477,58.330002
8/4/2006,68.690002,21470400,74.76,76388,57.84
8/7/2006,69.230003,21017300,76.98,129001,58.450001
8/8/2006,69.269997,23925100,76.31,92343,58.110001
8/9/2006,69.290001,27660900,76.35,137251,58.599998
8/10/2006,69.339996,21961000,74,142299,58.119999
8/11/2006,69.730003,18040400,74.35,117634,58.150002
8/14/2006,69.25,20026100,73.53,82045,56.950001
8/15/2006,68.690002,27260300,73.05,76424,57.240002
8/16/2006,67.57,26536800,71.89,90069,57
8/17/2006,68.080002,28583200,70.06,104170,56.599998
8/18/2006,69.099998,19556800,71.14,71416,57.48
8/21/2006,69.830002,22482400,72.45,80336,57.860001
8/22/2006,70.209999,22964300,72.63,80336,58.25
8/23/2006,69.629997,17693100,71.76,89380,57.029999
8/24/2006,70.720001,20503600,72.36,53961,57.77
8/25/2006,70.43,18905200,72.51,77210,58.220001
8/28/2006,70.099998,18132300,70.61,75576,57.380001
8/29/2006,69.410004,21559900,69.71,81668,57.02
8/30/2006,68.300003,26310600,70.03,80215,56.060001
8/31/2006,67.669998,19244400,70.26,89594,55.669998
9/1/2006,68.099998,17579700,69.19,53471,56.5
9/5/2006,68.480003,17742600,68.6,78920,57.240002
9/6/2006,67.18,26709100,67.5,112103,55.299999
9/7/2006,67.690002,24449300,67.32,98575,55.349998
9/8/2006,66.809998,19664700,66.25,120861,53.950001
9/11/2006,64.940002,35989100,65.61,140696,52.279999
9/12/2006,64.699997,24824500,63.76,150651,51.950001
9/13/2006,65.360001,21771300,63.97,168426,53.029999
9/14/2006,64.709999,21166800,63.22,151783,51.849998
9/15/2006,64.650002,33472700,63.33,137545,51.849998
9/18/2006,66.300003,21236400,63.8,113822,53.099998
9/19/2006,65.5,19852800,61.66,105488,52.299999
9/20/2006,64.110001,30411100,60.46,105488,50.900002
9/21/2006,64.779999,22551700,61.59,105730,51.549999
9/22/2006,64.910004,18240200,60.55,122447,51.330002
9/25/2006,65.059998,29213400,61.45,122239,51.400002
9/26/2006,66.43,22353500,61.01,132651,52.529999
9/27/2006,67.129997,23424800,62.96,148245,53.400002
9/28/2006,67.459999,23398400,62.76,150186,53.23
9/29/2006,67.099998,20239000,62.91,145461,53.450001
10/2/2006,67,19082600,61.03,108503,52.84
10/3/2006,65.410004,22989700,58.68,169192,50.900002
10/4/2006,66.610001,25624300,59.41,178944,51.650002
10/5/2006,67.32,22066100,60.03,152685,52.639999
10/6/2006,67.519997,19439400,59.76,166499,52.689999
10/9/2006,66.550003,19268100,59.96,156175,51.900002
10/10/2006,67.199997,23040800,58.52,170229,52.869999
10/11/2006,66.529999,20472800,57.59,180440,52.029999
10/12/2006,67.650002,18542000,57.86,162865,53.25
10/13/2006,68.400002,20499900,58.57,127404,53.98
10/16/2006,69.830002,19607700,59.94,139797,55.25
10/17/2006,69.410004,17190600,58.93,171709,54.650002
10/18/2006,69.169998,19395100,57.65,130289,54.299999
10/19/2006,69.730003,23391500,58.5,104797,55.419998
10/20/2006,69.550003,21210800,56.82,104797,54.700001
10/23/2006,69.919998,17139900,58.81,149818,54.799999
10/24/2006,69.889999,19775700,59.35,132908,55.799999
10/25/2006,71.010002,25839200,61.4,190639,56.759998
10/26/2006,71.620003,26369700,60.36,165972,56.630001
10/27/2006,71.459999,19418100,60.75,149482,56.169998
10/30/2006,70.839996,17618700,58.36,168398,55.16
10/31/2006,71.419998,20317900,58.73,211035,55.73
11/1/2006,71.059998,18329900,58.71,181844,55.16
11/2/2006,71.190002,20154500,57.88,183137,55.380001
11/3/2006,72.150002,25491100,59.14,169658,56.599998
11/6/2006,72.910004,17201800,60.02,193570,57.009998
11/7/2006,72.529999,20127000,58.93,237073,56.57
11/8/2006,74.129997,22355800,59.83,242868,57.52
11/9/2006,74.610001,21475900,61.16,230433,58
11/10/2006,74.419998,18387400,59.59,195450,57.450001
11/13/2006,74.43,17385000,58.58,220010,57.349998
11/14/2006,74.449997,17748400,58.28,242605,57.689999
11/15/2006,74.800003,20348900,58.76,188951,58.23
11/16/2006,72.669998,22294100,56.26,177342,56.630001
11/17/2006,73.080002,25813500,55.81,177342,57.099998
11/20/2006,72.43,19025000,58.8,142502,56.950001
11/21/2006,73.389999,13301100,60.17,145381,58
11/22/2006,72.910004,11902600,59.24,172821,57.66
11/24/2006,72.379997,5568500,67.85,450,57.540001
11/27/2006,72.470001,18962300,60.32,143843,57.279999
11/28/2006,74.160004,19350600,60.99,151496,58.200001
11/29/2006,76.029999,24851700,62.46,215398,60.049999
11/30/2006,76.809998,27330900,63.13,220010,60.509998
12/1/2006,77.199997,21308400,63.43,176603,60.720001
12/4/2006,77.769997,19348600,62.44,162006,60.630001
12/5/2006,78.059998,20111200,62.43,227430,60.869999
12/6/2006,76.309998,30695700,62.19,221144,60.700001
12/7/2006,75.709999,27762300,62.49,255423,60.34
12/8/2006,75.5,16429900,62.03,217504,60.27
12/11/2006,75.360001,18641100,61.22,197111,60.119999
12/12/2006,76.25,18619000,61.02,210421,60.259998
12/13/2006,77.360001,20578400,61.37,215432,60.869999
12/14/2006,78.730003,18691200,62.51,186372,61.75
12/15/2006,77.300003,37021400,63.43,114365,61.009998
12/18/2006,75.510002,22530600,62.21,139755,59.25
12/19/2006,76.989998,22294200,63.15,139755,60.259998
12/20/2006,76.080002,17603700,63.72,179708,59.439999
12/21/2006,75.870003,17154000,62.66,142107,59.16
12/22/2006,75.410004,12005100,62.41,80124,58.59
12/26/2006,76.050003,11285700,61.1,121339,58.66
12/27/2006,76.959999,10944100,60.34,108794,59.349998
12/28/2006,77.330002,10798100,60.53,111098,59.220001
12/29/2006,76.629997,12633200,61.05,105641,58.630001
1/3/2007,74.110001,30510700,58.32,248547,56.580002
1/4/2007,72.720001,31046600,55.59,324010,55.549999
1/5/2007,73.239998,24671500,56.31,250130,55.919998
1/8/2007,72.650002,25981900,56.09,298727,55.919998
1/9/2007,72.089996,27039900,55.64,333330,55.439999
1/10/2007,70.989998,30572000,54.02,282508,54.369999
1/11/2007,70.980003,29161700,51.88,341657,54.060001
1/12/2007,72.660004,24438700,52.99,317900,55.439999
1/16/2007,71.629997,25444400,51.21,276095,54.869999
1/17/2007,72.459999,31292200,52.24,244372,55.48
1/18/2007,71.959999,23581900,50.48,167275,55.07
1/19/2007,73.529999,23912600,51.99,118596,56.580002
1/22/2007,72.900002,21929300,51.13,118596,56.189999
1/23/2007,74.489998,29016600,55.04,243676,57.650002
1/24/2007,74.900002,19785400,55.37,250596,57.900002
1/25/2007,73.519997,22630100,54.23,214449,56.709999
1/26/2007,73.610001,20506200,55.42,167981,56.849998
1/29/2007,73.199997,17370600,54.01,209141,56.57
1/30/2007,74.389999,21590500,56.97,279880,57.720001
1/31/2007,74.099998,24249200,58.14,315015,58.09
2/1/2007,75.080002,25168000,57.3,282637,58.299999
2/2/2007,75.540001,24299300,59.02,213512,58.630001
2/5/2007,75.669998,18168800,58.74,251449,58.57
2/6/2007,75.459999,16222300,58.88,276430,58.389999
